,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,volatilidad
5158,16 jun 2005,1.2125,1.2162,1.2064,1.2099,1.2099,,0.04922024989777525
4898,16 jun 2006,1.264,1.2672,1.2622,1.2645,1.2645,,0.06343457259255127
4382,16 jun 2008,1.5392,1.5517,1.5353,1.5474,1.5474,,0.17135146045482172
4138,16 jun 2009,1.3786,1.393,1.3752,1.383,1.383,,0.14586677140459664
3877,16 jun 2010,1.2319,1.2349,1.2263,1.2312,1.2312,,0.1400966273684021
3616,16 jun 2011,1.4186,1.42,1.4078,1.4182,1.4182,,0.12683866918255363
2836,16 jun 2014,1.3537,1.3581,1.3514,1.3538,1.3538,,0.1141195513485811
2575,16 jun 2015,1.1277,1.133,1.1212,1.1277,1.1277,,0.12055783674237304
2313,16 jun 2016,1.1261,1.13,1.1132,1.1263,1.1263,,0.13197322834575267
2052,16 jun 2017,1.1147,1.12,1.1139,1.1147,1.1147,,0.1459806939290259
1273,16 jun 2020,1.1338,1.135,1.1232,1.1338,1.1338,,0.10227660045190883
1012,16 jun 2021,1.2125,1.2135,1.211,1.2127,1.2127,,0.03954931099272321
751,16 jun 2022,1.0456,1.053,1.0383,1.0456,1.0456,,0.059514174782138884
490,16 jun 2023,1.0946,1.0971,1.092,1.0946,1.0946,,0.061220805287082875
5484,16 mar 2004,1.2269,1.2372,1.2246,1.2261,1.2261,,0.07693616184863346
5224,16 mar 2005,1.3312,1.344,1.3296,1.3411,1.3411,,0.11664414687415527
4964,16 mar 2006,1.2072,1.219,1.2039,1.2175,1.2175,,0.11695852683750559
4703,16 mar 2007,1.3284,1.3341,1.3276,1.3318,1.3318,,0.10057885960777267
4204,16 mar 2009,1.2886,1.3067,1.2872,1.2976,1.2976,,0.058090248751407676
3943,16 mar 2010,1.3674,1.3783,1.3661,1.3769,1.3769,,0.0603814292643086
3682,16 mar 2011,1.3986,1.4001,1.3915,1.3986,1.3986,,0.07152354157898512
3420,16 mar 2012,1.3079,1.3184,1.3051,1.3079,1.3079,,0.04375560535521112
2641,16 mar 2015,1.0484,1.0614,1.0484,1.0482,1.0482,,0.13973586869519397
2379,16 mar 2016,1.111,1.1111,1.1058,1.1109,1.1109,,0.15937281763211744
2118,16 mar 2017,1.0738,1.0746,1.0707,1.0738,1.0738,,0.15593138555146505
1859,16 mar 2018,1.2308,1.2335,1.2262,1.2309,1.2309,,0.11077176084182892
1339,16 mar 2020,1.116,1.1235,1.1089,1.1155,1.1155,,0.07001044922009131
1078,16 mar 2021,1.1927,1.1953,1.1884,1.1926,1.1926,,0.06470458252704558
817,16 mar 2022,1.0967,1.1039,1.0956,1.0969,1.0969,,0.06680391455595418
556,16 mar 2023,1.0583,1.0635,1.0555,1.0583,1.0583,,0.07098519563964867
5181,16 may 2005,1.2606,1.2648,1.2586,1.264,1.264,,0.08235054948207239
4921,16 may 2006,1.2786,1.2866,1.2777,1.285,1.285,,0.09994274861139037
4660,16 may 2007,1.3595,1.3611,1.3509,1.3524,1.3524,,0.127096959050954
4403,16 may 2008,1.5452,1.5596,1.5441,1.5596,1.5596,,0.18027986021738748
3639,16 may 2011,1.4076,1.4246,1.4051,1.4078,1.4078,,0.11840298982712148
3377,16 may 2012,1.2736,1.2758,1.2683,1.2736,1.2736,,0.11623619057764001
3117,16 may 2013,1.2884,1.2927,1.2848,1.2882,1.2882,,0.11561925445184917
2857,16 may 2014,1.3717,1.3728,1.3686,1.3716,1.3716,,0.11494306416657547
2336,16 may 2016,1.1317,1.1344,1.1305,1.1317,1.1317,,0.1069598148839116
2075,16 may 2017,1.0981,1.1089,1.098,1.0982,1.0982,,0.1143869660407165
1816,16 may 2018,1.1823,1.1854,1.1766,1.1821,1.1821,,0.11351573899684506
1555,16 may 2019,1.121,1.1224,1.1174,1.1207,1.1207,,0.11096383645133896
774,16 may 2022,1.0401,1.0438,1.0391,1.0401,1.0401,,0.05173265893030059
513,16 may 2023,1.0874,1.0904,1.0857,1.0874,1.0874,,0.051856677487076994
251,16 may 2024,1.089,1.0897,1.0855,1.089,1.089,,0.052350195797138135
5310,16 nov 2004,1.2937,1.2992,1.2923,1.2962,1.2962,,0.09903482720739676
5050,16 nov 2005,1.1731,1.1732,1.1649,1.1677,1.1677,,0.10054435339689162
4789,16 nov 2006,1.2824,1.2835,1.2789,1.2794,1.2794,,0.10038953132672525
4529,16 nov 2007,1.4621,1.467,1.4588,1.4634,1.4634,,0.14213985366532622
4029,16 nov 2009,1.4962,1.5015,1.4886,1.4984,1.4984,,0.13746909470859708
3768,16 nov 2010,1.3576,1.3653,1.3542,1.3575,1.3575,,0.13518711846918466
3507,16 nov 2011,1.3509,1.3553,1.3431,1.3507,1.3507,,0.08940238811129023
3245,16 nov 2012,1.2783,1.2784,1.2694,1.2784,1.2784,,0.08971191113782927
2466,16 nov 2015,1.0701,1.076,1.0701,1.07,1.07,,0.15652544521578882
2204,16 nov 2016,1.0726,1.0761,1.0671,1.0727,1.0727,,0.14441683766098742
1684,16 nov 2018,1.1325,1.1414,1.1323,1.1325,1.1325,,0.12716808955079698
1164,16 nov 2020,1.1844,1.1869,1.1815,1.1845,1.1845,,0.08707759183624206
903,16 nov 2021,1.1367,1.1387,1.1331,1.1366,1.1366,,0.048287192919022295
642,16 nov 2022,1.0358,1.0437,1.0336,1.0358,1.0358,,0.05837745283924957
381,16 nov 2023,1.0855,1.0894,1.0831,1.0855,1.0855,,0.05644897696149006
4812,16 oct 2006,1.2505,1.2543,1.2492,1.2541,1.2541,,0.08490591852161467
4552,16 oct 2007,1.4205,1.4224,1.4147,1.4177,1.4177,,0.15282598928192645
4311,16 oct 2008,1.3443,1.3532,1.3358,1.349,1.349,,0.16473805571269773
4050,16 oct 2009,1.4908,1.4908,1.4908,1.4908,1.4908,,0.15723414705464187
3268,16 oct 2012,1.2968,1.3062,1.2953,1.2968,1.2968,,0.09454346619413279
3009,16 oct 2013,1.3521,1.3569,1.3476,1.3522,1.3522,,0.07474215677916515
2748,16 oct 2014,1.2821,1.2844,1.2711,1.2822,1.2822,,0.08241565385290014
2487,16 oct 2015,1.1367,1.14,1.1339,1.1368,1.1368,,0.1278664459504551
1967,16 oct 2017,1.1815,1.1821,1.1781,1.1814,1.1814,,0.08830635311233329
1707,16 oct 2018,1.1583,1.162,1.1567,1.1583,1.1583,,0.09157102161710241
1447,16 oct 2019,1.1034,1.1076,1.1024,1.1035,1.1035,,0.06773184627632244
1185,16 oct 2020,1.1706,1.1747,1.1695,1.1707,1.1707,,0.030901990227154858
404,16 oct 2023,1.0522,1.0555,1.0516,1.0522,1.0522,,0.054319858247228674
142,16 oct 2024,1.0884,1.0902,1.0868,1.0884,1.0884,,0.04939713554447105
5352,16 sept 2004,1.2157,1.2198,1.2125,1.219,1.219,,0.06710188521941061
5092,16 sept 2005,1.2236,1.2306,1.2206,1.2239,1.2239,,0.07747027171760253
4333,16 sept 2008,1.4264,1.4276,1.4089,1.4135,1.4135,,0.14213731037275038
4072,16 sept 2009,1.4708,1.4719,1.4706,1.4712,1.4712,,0.1564506791292396
3811,16 sept 2010,1.3013,1.3113,1.2979,1.3015,1.3015,,0.11315121298510528
3550,16 sept 2011,1.3867,1.3881,1.3759,1.3869,1.3869,,0.09733313926921787
3030,16 sept 2013,1.3358,1.3386,1.3342,1.3359,1.3359,,0.06629132673284764
2770,16 sept 2014,1.294,1.2978,1.2924,1.294,1.294,,0.07318821626464848
2509,16 sept 2015,1.1273,1.1312,1.1215,1.1272,1.1272,,0.09765303374703914
2247,16 sept 2016,1.1248,1.125,1.1156,1.1246,1.1246,,0.12123554346807724
1469,16 sept 2019,1.1084,1.1084,1.0995,1.1083,1.1083,,0.10802626995319026
1207,16 sept 2020,1.1843,1.1883,1.1815,1.1844,1.1844,,0.0762509016340086
946,16 sept 2021,1.1819,1.1823,1.1752,1.182,1.182,,0.03535816737331065
685,16 sept 2022,0.9988,1.0036,0.9946,0.9988,0.9988,,0.07556144519527672
164,16 sept 2024,1.1088,1.1135,1.1087,1.1088,1.1088,,0.07563146170740571
4942,17 abr 2006,1.2129,1.2288,1.2129,1.2254,1.2254,,0.08935788717286788
4681,17 abr 2007,1.3531,1.3592,1.3529,1.3572,1.3572,,0.13342911226564944
4423,17 abr 2008,1.5954,1.5976,1.5859,1.5902,1.5902,,0.22950331588018502
4180,17 abr 2009,1.3185,1.3198,1.3024,1.3045,1.3045,,0.17898888792324658
3398,17 abr 2012,1.3127,1.3165,1.3091,1.3127,1.3127,,0.138215936128946
3138,17 abr 2013,1.3179,1.3197,1.3039,1.3179,1.3179,,0.1211699013781931
2878,17 abr 2014,1.3824,1.3866,1.3824,1.3827,1.3827,,0.1206901818707764
2617,17 abr 2015,1.076,1.0847,1.0735,1.0756,1.0756,,0.11771139282159662
2096,17 abr 2017,1.0611,1.067,1.061,1.0611,1.0611,,0.15020782269908528
1837,17 abr 2018,1.2385,1.2415,1.2338,1.2385,1.2385,,0.14351079401912495
1576,17 abr 2019,1.1285,1.1324,1.1282,1.1285,1.1285,,0.134314340261937
1315,17 abr 2020,1.086,1.0893,1.0813,1.0858,1.0858,,0.07194209477071761
534,17 abr 2023,1.0987,1.0999,1.0911,1.0987,1.0987,,0.06923743207253537
272,17 abr 2024,1.0621,1.0653,1.0608,1.0621,1.0621,,0.06901675158973324
12,17 abr 2025,1.1397,1.1396,1.1341,1.1397,1.1397,,0.03156054498893801
5374,17 ago 2004,1.2358,1.2379,1.2317,1.2345,1.2345,,0.06780035398136916
5114,17 ago 2005,1.235,1.2369,1.2264,1.2278,1.2278,,0.07685133700853365
4854,17 ago 2006,1.2842,1.2887,1.2815,1.2832,1.2832,,0.08800905067093687
4593,17 ago 2007,1.3427,1.3535,1.3386,1.3494,1.3494,,0.07719188428844097
4094,17 ago 2009,1.4082,1.4106,1.4082,1.4106,1.4106,,0.07818567643757113
3833,17 ago 2010,1.2813,1.2912,1.2805,1.2812,1.2812,,0.07066872009595652
3572,17 ago 2011,1.4402,1.4514,1.4339,1.4398,1.4398,,0.07227051957749449
3310,17 ago 2012,1.2358,1.2383,1.2293,1.2358,1.2358,,0.0855736408013643
2531,17 ago 2015,1.1095,1.1126,1.1062,1.1093,1.1093,,0.1346378401490476
2269,17 ago 2016,1.1279,1.1294,1.1256,1.1276,1.1276,,0.133550956567147
2009,17 ago 2017,1.1774,1.179,1.1667,1.1774,1.1774,,0.1333681821125256
1749,17 ago 2018,1.1372,1.1422,1.1367,1.1371,1.1371,,0.050399136897364014
1229,17 ago 2020,1.185,1.1881,1.183,1.1853,1.1853,,0.03273427866929627
968,17 ago 2021,1.178,1.1784,1.1711,1.178,1.178,,0.026623241725967053
707,17 ago 2022,1.0171,1.0198,1.0148,1.0171,1.0171,,0.07071504083290249
446,17 ago 2023,1.0875,1.0917,1.0862,1.0875,1.0875,,0.06992882095387346
5548,17 dic 2003,1.232,1.242,1.23,1.2402,1.2402,,0.08857718103439001
5287,17 dic 2004,1.3254,1.332,1.3232,1.3313,1.3313,,0.12368410164608629
4509,17 dic 2007,1.442,1.4451,1.4336,1.4413,1.4413,,0.17351767056988743
4267,17 dic 2008,1.4064,1.4428,1.4023,1.4408,1.4408,,0.14930209978429934
4006,17 dic 2009,1.4524,1.4534,1.4309,1.4347,1.4347,,0.08990935991320158
3745,17 dic 2010,1.3241,1.336,1.3143,1.324,1.324,,0.061062320624111516
3225,17 dic 2012,1.3167,1.318,1.3148,1.3166,1.3166,,0.06508269355213991
2965,17 dic 2013,1.3762,1.3782,1.3727,1.3763,1.3763,,0.058835423003507026
2704,17 dic 2014,1.2514,1.2516,1.239,1.2512,1.2512,,0.06887164147892183
2443,17 dic 2015,1.0874,1.0889,1.0834,1.0875,1.0875,,0.11184885783949847
1663,17 dic 2018,1.1307,1.1354,1.1305,1.1306,1.1306,,0.12197287813280412
1403,17 dic 2019,1.1137,1.1173,1.1131,1.1137,1.1137,,0.1207188179199888
1141,17 dic 2020,1.2197,1.2263,1.2192,1.22,1.22,,0.07102805783631586
880,17 dic 2021,1.1335,1.1349,1.1268,1.1334,1.1334,,0.04983987359533271
98,17 dic 2024,1.0517,1.0533,1.048,1.0517,1.0517,,0.06022546803469981
5266,17 ene 2005,1.31,1.3129,1.3041,1.3051,1.3051,,0.09889376623427318
5006,17 ene 2006,1.2117,1.2141,1.2054,1.2108,1.2108,,0.0958421879967236
4745,17 ene 2007,1.292,1.295,1.2903,1.294,1.294,,0.10772894225787001
4487,17 ene 2008,1.4659,1.4705,1.4596,1.464,1.464,,0.1504031814823087
3724,17 ene 2011,1.3376,1.3376,1.3253,1.338,1.338,,0.09199772823282644
3463,17 ene 2012,1.2667,1.2804,1.2667,1.2667,1.2667,,0.09534290744465945
3202,17 ene 2013,1.3291,1.3376,1.3271,1.3291,1.3291,,0.0757862982339235
2942,17 ene 2014,1.3616,1.3621,1.3557,1.3618,1.3618,,0.07182706314476014
2160,17 ene 2017,1.0604,1.0718,1.0601,1.0603,1.0603,,0.12300616651209147
1901,17 ene 2018,1.2271,1.2321,1.2199,1.2271,1.2271,,0.11783509663932937
1640,17 ene 2019,1.1399,1.1408,1.1372,1.1398,1.1398,,0.1264229686409862
1380,17 ene 2020,1.1138,1.1145,1.1088,1.114,1.114,,0.11786430757442747
859,17 ene 2022,1.1412,1.1435,1.1393,1.1411,1.1411,,0.06031809844481753
598,17 ene 2023,1.083,1.0869,1.0787,1.083,1.083,,0.05363688096821774
337,17 ene 2024,1.0879,1.0885,1.0845,1.0879,1.0879,,0.02756234750521799
76,17 ene 2025,1.0302,1.033,1.0267,1.0302,1.0302,,0.04125824766029353
5504,17 feb 2004,1.2764,1.2878,1.2763,1.2858,1.2858,,0.09777717013699345
5243,17 feb 2005,1.3025,1.309,1.302,1.3075,1.3075,,0.1280147139980362
4983,17 feb 2006,1.1908,1.1942,1.1862,1.1942,1.1942,,0.12100383051787779
4223,17 feb 2009,1.2794,1.2794,1.2566,1.2582,1.2582,,0.11182424602920309
3962,17 feb 2010,1.3765,1.3789,1.3592,1.3607,1.3607,,0.06150420310841036
3701,17 feb 2011,1.3577,1.3611,1.3539,1.3575,1.3575,,0.07051940867591541
3440,17 feb 2012,1.313,1.3199,1.3117,1.3127,1.3127,,0.07077628840226638
2921,17 feb 2014,1.3703,1.3726,1.3693,1.37,1.37,,0.046735179469017084
2660,17 feb 2015,1.1334,1.1442,1.1325,1.1334,1.1334,,0.09946392813478118
2399,17 feb 2016,1.1146,1.118,1.1108,1.1147,1.1147,,0.12399174569301082
2137,17 feb 2017,1.0667,1.0677,1.0626,1.0672,1.0672,,0.1331803101062597
1359,17 feb 2020,1.0841,1.0854,1.083,1.0842,1.0842,,0.12352234615647033
1097,17 feb 2021,1.2089,1.2098,1.2026,1.2092,1.2092,,0.0552689605474758
836,17 feb 2022,1.1373,1.1387,1.1328,1.1375,1.1375,,0.05551507002606092
575,17 feb 2023,1.0666,1.0681,1.0614,1.0666,1.0666,,0.06110382966720106
55,17 feb 2025,1.0489,1.0507,1.0467,1.0489,1.0489,,0.06495519224818191
4877,17 jul 2006,1.2639,1.2641,1.2514,1.2518,1.2518,,0.08795126491414844
4616,17 jul 2007,1.3778,1.3798,1.3765,1.379,1.379,,0.13834447224229512
4360,17 jul 2008,1.5821,1.5892,1.5793,1.5856,1.5856,,0.22472585966016542
4115,17 jul 2009,1.4141,1.4147,1.4068,1.4105,1.4105,,0.19950684950648012
3333,17 jul 2012,1.2268,1.2312,1.2192,1.2268,1.2268,,0.14377008729218255
3073,17 jul 2013,1.3153,1.3173,1.3087,1.3151,1.3151,,0.13306676895454392
2813,17 jul 2014,1.3529,1.354,1.3519,1.353,1.353,,0.13378776102469875
2552,17 jul 2015,1.0886,1.091,1.0844,1.0886,1.0886,,0.12554706288878492
2032,17 jul 2017,1.1475,1.1487,1.1436,1.1475,1.1475,,0.11080304598701143
1772,17 jul 2018,1.1711,1.1745,1.1665,1.1709,1.1709,,0.11351434711083712
1512,17 jul 2019,1.1213,1.1233,1.1201,1.1212,1.1212,,0.10345140405039982
1250,17 jul 2020,1.1386,1.1442,1.1379,1.1392,1.1392,,0.03079995129863811
469,17 jul 2023,1.1228,1.1251,1.1205,1.1228,1.1228,,0.020374420237115408
207,17 jul 2024,1.0903,1.0947,1.0896,1.0903,1.0903,,0.029396207238322678
5417,17 jun 2004,1.2005,1.2076,1.1997,1.2034,1.2034,,0.041931038622940266
5157,17 jun 2005,1.2098,1.2292,1.2094,1.2279,1.2279,,0.057259820118463645
4381,17 jun 2008,1.5474,1.5549,1.5465,1.5522,1.5522,,0.18377869027719188
4137,17 jun 2009,1.383,1.398,1.3812,1.3938,1.3938,,0.18076046857651373
3876,17 jun 2010,1.2314,1.241,1.2247,1.2382,1.2382,,0.14839511447484124
3615,17 jun 2011,1.42,1.4338,1.4129,1.4199,1.4199,,0.1357867261554009
3095,17 jun 2013,1.3351,1.3361,1.332,1.3349,1.3349,,0.11540400772937712
2835,17 jun 2014,1.3577,1.3587,1.3539,1.3577,1.3577,,0.06997310197498452
2574,17 jun 2015,1.1242,1.1291,1.1229,1.1242,1.1242,,0.11567431434852252
2312,17 jun 2016,1.127,1.1296,1.1226,1.1252,1.1252,,0.13835612382544
1534,17 jun 2019,1.1216,1.1246,1.1205,1.1217,1.1217,,0.12219587963593391
1272,17 jun 2020,1.1265,1.1297,1.121,1.1266,1.1266,,0.10433909621996476
1011,17 jun 2021,1.1992,1.2008,1.1907,1.1996,1.1996,,0.03366686798617635
750,17 jun 2022,1.0547,1.0552,1.0446,1.0547,1.0547,,0.0512815073881261
229,17 jun 2024,1.0702,1.0726,1.0688,1.0702,1.0702,,0.05696220676903482
5483,17 mar 2004,1.226,1.2292,1.2183,1.2227,1.2227,,0.07513629615570995
5223,17 mar 2005,1.3413,1.3421,1.3349,1.3379,1.3379,,0.11710207940083368
4963,17 mar 2006,1.2176,1.2204,1.2151,1.2192,1.2192,,0.11836812493234491
4445,17 mar 2008,1.5748,1.5903,0.0729,1.5748,1.5748,,0.18783797006995334
4203,17 mar 2009,1.297,1.304,1.2936,1.3033,1.3033,,0.14532703464944627
3942,17 mar 2010,1.3769,1.3817,1.3731,1.3738,1.3738,,0.13213744737961977
3681,17 mar 2011,1.3884,1.4047,1.3884,1.3885,1.3885,,0.13178659643530496
2901,17 mar 2014,1.3911,1.3949,1.3882,1.3913,1.3913,,0.10074637958756846
2640,17 mar 2015,1.0573,1.0649,1.0553,1.0573,1.0573,,0.14185224002461486
2378,17 mar 2016,1.1217,1.1344,1.1208,1.1219,1.1219,,0.16328358153837888
2117,17 mar 2017,1.0771,1.0783,1.073,1.0775,1.0775,,0.16832308219611347
1338,17 mar 2020,1.1163,1.1189,1.0958,1.1163,1.1163,,0.13597760109664675
1077,17 mar 2021,1.1902,1.1918,1.1888,1.1902,1.1902,,0.05101968247645416
816,17 mar 2022,1.1022,1.111,1.1021,1.1022,1.1022,,0.04199794042567246
555,17 mar 2023,1.0614,1.067,1.0612,1.0614,1.0614,,0.04987391101566184
35,17 mar 2025,1.0881,1.0929,1.0869,1.0881,1.0881,,0.04837533462414687
5440,17 may 2004,1.1895,1.2059,1.1882,1.2025,1.2025,,0.06345949101591057
5180,17 may 2005,1.2639,1.2661,1.26,1.2603,1.2603,,0.08461190814535881
4920,17 may 2006,1.2851,1.2917,1.2708,1.2742,1.2742,,0.09785588893878147
4659,17 may 2007,1.3523,1.3544,1.3482,1.3497,1.3497,,0.097427757851651
3899,17 may 2010,1.2372,1.2411,1.2246,1.2393,1.2393,,0.05442278934417441
3638,17 may 2011,1.4158,1.4223,1.4125,1.4158,1.4158,,0.07330936502249208
3376,17 may 2012,1.2734,1.275,1.2669,1.2731,1.2731,,0.07143281458826206
3116,17 may 2013,1.2883,1.289,1.28,1.2883,1.2883,,0.06990749602153595
2335,17 may 2016,1.1316,1.1348,1.1304,1.1316,1.1316,,0.10210101370701696
2074,17 may 2017,1.1096,1.115,1.1083,1.1094,1.1094,,0.12557349640748283
1815,17 may 2018,1.1814,1.1837,1.1779,1.1817,1.1817,,0.08110448199698615
1554,17 may 2019,1.1175,1.1184,1.1157,1.1174,1.1174,,0.0740812864359078
1034,17 may 2021,1.2148,1.217,1.2128,1.215,1.215,,0.045481776570389265
773,17 may 2022,1.0439,1.0554,1.0432,1.0439,1.0439,,0.06677137859890685
512,17 may 2023,1.0866,1.0875,1.0812,1.0866,1.0866,,0.06954780370362885
250,17 may 2024,1.0868,1.0879,1.0836,1.0868,1.0868,,0.06429376330561329
5309,17 nov 2004,1.2961,1.3049,1.2955,1.3038,1.3038,,0.10852627331664326
5049,17 nov 2005,1.1681,1.1762,1.1648,1.1748,1.1748,,0.10362809464618482
4788,17 nov 2006,1.2792,1.285,1.2765,1.285,1.285,,0.10430062320043586
4289,17 nov 2008,1.2529,1.2739,1.2518,1.2644,1.2644,,0.0907748202972597
4028,17 nov 2009,1.4983,1.4998,1.4812,1.4877,1.4877,,0.11441572444380585
3767,17 nov 2010,1.3494,1.3553,1.3465,1.3491,1.3491,,0.11625973077553999
3506,17 nov 2011,1.3443,1.3535,1.3425,1.3441,1.3441,,0.08728065650533072
2726,17 nov 2014,1.2521,1.2576,1.2448,1.2518,1.2518,,0.09408483937384084
2465,17 nov 2015,1.0689,1.0692,1.0644,1.0688,1.0688,,0.15440461456835047
2203,17 nov 2016,1.0705,1.075,1.0667,1.0707,1.0707,,0.13980588328106824
1944,17 nov 2017,1.1777,1.1822,1.1775,1.1777,1.1777,,0.11870862226476724
1163,17 nov 2020,1.186,1.1893,1.1846,1.1859,1.1859,,0.07952431703572653
902,17 nov 2021,1.1316,1.1334,1.1271,1.1321,1.1321,,0.05617524365766847
641,17 nov 2022,1.0395,1.0406,1.0309,1.0395,1.0395,,0.06465734297044952
380,17 nov 2023,1.0854,1.0892,1.0825,1.0854,1.0854,,0.062070621069861845
5072,17 oct 2005,1.207,1.2121,1.201,1.2011,1.2011,,0.06774333915595276
4811,17 oct 2006,1.254,1.2566,1.252,1.2545,1.2545,,0.0865383267691179
4551,17 oct 2007,1.4177,1.4228,1.4163,1.4217,1.4217,,0.15084328954248977
4310,17 oct 2008,1.349,1.3515,1.3393,1.3423,1.3423,,0.12932497825246375
3529,17 oct 2011,1.3883,1.3913,1.3741,1.3879,1.3879,,0.09201467274299806
3267,17 oct 2012,1.3108,1.3138,1.3087,1.3108,1.3108,,0.06534200792752953
3008,17 oct 2013,1.3522,1.3682,1.3517,1.3522,1.3522,,0.04282425714477241
2747,17 oct 2014,1.2808,1.2835,1.2747,1.2804,1.2804,,0.04096934219634507
2226,17 oct 2016,1.0969,1.1012,1.0965,1.0968,1.0968,,0.11314633003328295
1966,17 oct 2017,1.1795,1.1795,1.1739,1.1795,1.1795,,0.10407030316089246
1706,17 oct 2018,1.1576,1.1582,1.1522,1.1575,1.1575,,0.10200973973106525
1446,17 oct 2019,1.1074,1.114,1.1066,1.1075,1.1075,,0.07338080811764774
664,17 oct 2022,0.9739,0.9847,0.9725,0.9739,0.9739,,0.07991869618554996
403,17 oct 2023,1.0554,1.0595,1.0533,1.0554,1.0554,,0.08281882636211485
141,17 oct 2024,1.0862,1.087,1.0814,1.0862,1.0862,,0.06816755093149438
5351,17 sept 2004,1.2189,1.2224,1.2163,1.2182,1.2182,,0.08862394146052202
4573,17 sept 2007,1.3868,1.3889,1.3855,1.3865,1.3865,,0.1615833314423204
4332,17 sept 2008,1.4135,1.438,1.4106,1.4329,1.4329,,0.17087493379662205
4071,17 sept 2009,1.4741,1.4744,1.4731,1.4733,1.4733,,0.1625527206785573
3810,17 sept 2010,1.3075,1.3157,1.3026,1.3076,1.3076,,0.10202707973867359
3289,17 sept 2012,1.3116,1.3166,1.3088,1.3116,1.3116,,0.07320783428023188
3029,17 sept 2013,1.3335,1.337,1.3327,1.3338,1.3338,,0.07619896980932064
2769,17 sept 2014,1.2959,1.298,1.2941,1.2959,1.2959,,0.07333125527359671
2508,17 sept 2015,1.1294,1.134,1.1288,1.1292,1.1292,,0.08299440945027892
1728,17 sept 2018,1.1624,1.1696,1.1624,1.1629,1.1629,,0.09360521887160024
1468,17 sept 2019,1.1004,1.1068,1.0993,1.1006,1.1006,,0.1040051777557236
1206,17 sept 2020,1.1804,1.183,1.1742,1.1803,1.1803,,0.07486131844951222
945,17 sept 2021,1.1765,1.179,1.173,1.1767,1.1767,,0.034170059994079245
163,17 sept 2024,1.113,1.1146,1.1113,1.113,1.113,,0.037256878559521485
5201,18 abr 2005,1.2913,1.3041,1.2881,1.3018,1.3018,,0.07982359926738015
4941,18 abr 2006,1.2252,1.237,1.2228,1.2367,1.2367,,0.07105571757430675
4680,18 abr 2007,1.3572,1.3616,1.3565,1.3614,1.3614,,0.09833914276624597
4422,18 abr 2008,1.5904,1.5954,1.5721,1.5734,1.5734,,0.17029908396700535
3659,18 abr 2011,1.4417,1.442,1.4166,1.4413,1.4413,,0.130493973040911
3397,18 abr 2012,1.3135,1.3142,1.306,1.3135,1.3135,,0.12876918497840253
3137,18 abr 2013,1.3034,1.3088,1.3024,1.3035,1.3035,,0.11185726172226021
2877,18 abr 2014,1.3812,1.3823,1.3809,1.3812,1.3812,,0.11055305061373147
2356,18 abr 2016,1.1301,1.1332,1.1275,1.13,1.13,,0.11692687886025667
2095,18 abr 2017,1.0644,1.0709,1.0638,1.0645,1.0645,,0.1344075258309599
1836,18 abr 2018,1.2373,1.2397,1.2344,1.2373,1.2373,,0.1279480167880689
