,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,volatilidad
4198,24 mar 2009,1.3617,1.3679,1.3441,1.3481,1.3481,,0.13810194785013194
3937,24 mar 2010,1.347,1.3485,1.3308,1.3331,1.3331,,0.12475613010990991
3676,24 mar 2011,1.4109,1.421,1.4056,1.4106,1.4106,,0.12378306830904211
2896,24 mar 2014,1.3797,1.3823,1.3762,1.3796,1.3796,,0.08403211885940584
2635,24 mar 2015,1.0948,1.103,1.0893,1.0945,1.0945,,0.12583662821293515
2373,24 mar 2016,1.1182,1.119,1.115,1.1181,1.1181,,0.14966314509591205
2112,24 mar 2017,1.0784,1.0812,1.0762,1.0784,1.0784,,0.16425152358501743
1333,24 mar 2020,1.0765,1.0889,1.0753,1.0765,1.0765,,0.12975086512235243
1072,24 mar 2021,1.1841,1.1851,1.1813,1.184,1.184,,0.04444721588579553
811,24 mar 2022,1.1006,1.1013,1.097,1.1006,1.1006,,0.04398644109266544
550,24 mar 2023,1.0835,1.0839,1.0719,1.0835,1.0835,,0.04539168426042879
30,24 mar 2025,1.0836,1.0857,1.0791,1.0836,1.0836,,0.04469555906349612
5435,24 may 2004,1.2001,1.2025,1.1939,1.1999,1.1999,,0.05696724497462314
5175,24 may 2005,1.257,1.2629,1.256,1.2568,1.2568,,0.07911502385766486
4915,24 may 2006,1.2785,1.2888,1.2736,1.2774,1.2774,,0.09271722062270459
4654,24 may 2007,1.346,1.3462,1.3422,1.343,1.343,,0.09753213829297429
3894,24 may 2010,1.2534,1.2545,1.2334,1.235,1.235,,0.05340816416991138
3633,24 may 2011,1.4037,1.4133,1.4004,1.4037,1.4037,,0.06919921964878405
3371,24 may 2012,1.2561,1.261,1.2519,1.2561,1.2561,,0.06931711909767065
3111,24 may 2013,1.2924,1.299,1.2906,1.2925,1.2925,,0.06824135842728142
2330,24 may 2016,1.1217,1.123,1.1146,1.1216,1.1216,,0.10183917222758734
2069,24 may 2017,1.1181,1.1202,1.1169,1.1179,1.1179,,0.12116793305161205
1810,24 may 2018,1.1707,1.1749,1.1692,1.171,1.171,,0.07920995518241006
1550,24 may 2019,1.1184,1.1212,1.1178,1.1185,1.1185,,0.07508997935809475
1029,24 may 2021,1.2181,1.2229,1.2176,1.2183,1.2183,,0.04453552514565118
768,24 may 2022,1.0682,1.0746,1.0662,1.0682,1.0682,,0.05742462015545945
507,24 may 2023,1.077,1.0799,1.075,1.077,1.077,,0.06371141969850228
245,24 may 2024,1.0813,1.0857,1.0806,1.0813,1.0813,,0.06210010466978697
5304,24 nov 2004,1.31,1.3191,1.3087,1.3178,1.3178,,0.11127657884747792
5044,24 nov 2005,1.181,1.1823,1.1776,1.1781,1.1781,,0.10669351901591248
4783,24 nov 2006,1.2952,1.3105,1.295,1.3085,1.3085,,0.11733406581210527
4284,24 nov 2008,1.2638,1.2956,1.2572,1.2918,1.2918,,0.10288875059985882
4023,24 nov 2009,1.4958,1.4987,1.489,1.4967,1.4967,,0.11432491854360059
3762,24 nov 2010,1.3388,1.3419,1.329,1.3386,1.3386,,0.11466735804055557
3501,24 nov 2011,1.3347,1.3412,1.332,1.3352,1.3352,,0.0819952010790957
2721,24 nov 2014,1.2374,1.244,1.2374,1.2375,1.2375,,0.0967075126347543
2460,24 nov 2015,1.0639,1.0672,1.0624,1.0642,1.0642,,0.15872398369496843
2198,24 nov 2016,1.0546,1.0588,1.0523,1.0545,1.0545,,0.13993493130737417
1939,24 nov 2017,1.1851,1.1944,1.1837,1.1854,1.1854,,0.11882202236958916
1158,24 nov 2020,1.1842,1.1894,1.1839,1.1843,1.1843,,0.08131978234106867
897,24 nov 2021,1.1244,1.1255,1.1188,1.1245,1.1245,,0.06285401339611105
636,24 nov 2022,1.0416,1.0448,1.0384,1.0416,1.0416,,0.06864745443203595
375,24 nov 2023,1.0906,1.0944,1.0896,1.0906,1.0906,,0.061853512430568865
5067,24 oct 2005,1.1945,1.2018,1.1925,1.1976,1.1976,,0.06497966605022348
4806,24 oct 2006,1.2552,1.2578,1.2528,1.2559,1.2559,,0.08528325157965506
4546,24 oct 2007,1.4256,1.427,1.4195,1.4263,1.4263,,0.15113932314258738
4305,24 oct 2008,1.2941,1.2941,1.2505,1.263,1.263,,0.12184468392178616
3524,24 oct 2011,1.3848,1.3954,1.3823,1.3848,1.3848,,0.09590352965350477
3262,24 oct 2012,1.2974,1.2999,1.2924,1.2974,1.2974,,0.0761858713935917
3003,24 oct 2013,1.3779,1.3823,1.3769,1.3781,1.3781,,0.06737593784134797
2742,24 oct 2014,1.2651,1.2695,1.2636,1.2654,1.2654,,0.0597704609318082
2221,24 oct 2016,1.0885,1.0902,1.086,1.0883,1.0883,,0.12024169409984371
1961,24 oct 2017,1.1755,1.1777,1.1744,1.1759,1.1759,,0.11194644701820552
1701,24 oct 2018,1.1473,1.1476,1.1384,1.1473,1.1473,,0.11316664702994231
1441,24 oct 2019,1.1133,1.1166,1.1094,1.1132,1.1132,,0.06861994607983112
659,24 oct 2022,0.986,0.989,0.9809,0.986,0.986,,0.07294232653266748
398,24 oct 2023,1.067,1.069,1.0584,1.067,1.067,,0.07455680384779272
136,24 oct 2024,1.0781,1.081,1.0772,1.0781,1.0781,,0.0604690582033326
5346,24 sept 2004,1.2272,1.2357,1.2248,1.2276,1.2276,,0.08783889798943405
4568,24 sept 2007,1.4091,1.4129,1.4072,1.4074,1.4074,,0.16671779149208651
4327,24 sept 2008,1.4691,1.474,1.4613,1.4633,1.4633,,0.18289567244743615
4066,24 sept 2009,1.4657,1.4661,1.4628,1.4651,1.4651,,0.17024730541186459
3805,24 sept 2010,1.3318,1.3492,1.3289,1.3319,1.3319,,0.10058157385923742
3284,24 sept 2012,1.2969,1.298,1.2895,1.2968,1.2968,,0.07637974207865181
3024,24 sept 2013,1.3498,1.3518,1.3466,1.3499,1.3499,,0.0779630681797558
2764,24 sept 2014,1.2851,1.2864,1.2776,1.2854,1.2854,,0.07157455553477693
2503,24 sept 2015,1.1188,1.1296,1.1167,1.119,1.119,,0.09186160786748798
1723,24 sept 2018,1.1751,1.1815,1.1725,1.1751,1.1751,,0.09497517043943533
1463,24 sept 2019,1.0994,1.1014,1.0985,1.0994,1.0994,,0.10828048300593862
1201,24 sept 2020,1.1662,1.1681,1.163,1.1659,1.1659,,0.07235318237644381
940,24 sept 2021,1.1742,1.1748,1.1702,1.174,1.174,,0.03508941435816057
158,24 sept 2024,1.1112,1.1163,1.1104,1.1112,1.1112,,0.03676121597551784
5196,25 abr 2005,1.3056,1.306,1.296,1.2994,1.2994,,0.07940240550511649
4936,25 abr 2006,1.2388,1.2438,1.2368,1.2429,1.2429,,0.07320571698985857
4675,25 abr 2007,1.3635,1.3663,1.3626,1.3639,1.3639,,0.0997730274172319
4417,25 abr 2008,1.5684,1.5707,1.5561,1.5637,1.5637,,0.16674206727757876
3654,25 abr 2011,1.4555,1.4626,1.453,1.4557,1.4557,,0.12737453434655363
3392,25 abr 2012,1.3196,1.3236,1.3183,1.3198,1.3198,,0.12423027006330391
3132,25 abr 2013,1.3017,1.3093,1.2993,1.3017,1.3017,,0.10873558755072574
2872,25 abr 2014,1.383,1.3849,1.3829,1.3832,1.3832,,0.10742577437468898
2351,25 abr 2016,1.1233,1.1279,1.1227,1.1234,1.1234,,0.12383732474500808
2090,25 abr 2017,1.0868,1.0941,1.0852,1.0865,1.0865,,0.13018865926032022
1831,25 abr 2018,1.2236,1.2236,1.2169,1.2241,1.2241,,0.12289050817699286
1570,25 abr 2019,1.1157,1.1164,1.1122,1.1153,1.1153,,0.12160972411776595
789,25 abr 2022,1.0811,1.0812,1.07,1.0811,1.0811,,0.05770850890465369
528,25 abr 2023,1.1059,1.1068,1.0969,1.1059,1.1059,,0.058437761764106394
266,25 abr 2024,1.07,1.0732,1.0679,1.07,1.07,,0.06137655904332221
8,25 abr 2025,1.1372,1.1384,1.1316,1.1372,1.1372,,0.026888194435443723
5368,25 ago 2004,1.2081,1.2113,1.2057,1.2086,1.2086,,0.055579339686599616
5108,25 ago 2005,1.2273,1.2324,1.226,1.2302,1.2302,,0.06777523146399986
4848,25 ago 2006,1.2762,1.2783,1.2733,1.2757,1.2757,,0.08113900418417237
4088,25 ago 2009,1.4301,1.4303,1.4284,1.4284,1.4284,,0.10855377469254551
3827,25 ago 2010,1.2635,1.2719,1.2613,1.2633,1.2633,,0.08644398764518106
3566,25 ago 2011,1.4411,1.4473,1.4334,1.4412,1.4412,,0.09922239162608783
2786,25 ago 2014,1.3198,1.321,1.3186,1.3199,1.3199,,0.08413521854729415
2525,25 ago 2015,1.1582,1.159,1.14,1.1583,1.1583,,0.11808593057600326
2263,25 ago 2016,1.1263,1.13,1.1261,1.1264,1.1264,,0.1270901530410596
2003,25 ago 2017,1.1798,1.1884,1.1775,1.1802,1.1802,,0.13217993418064547
1223,25 ago 2020,1.1795,1.1844,1.1785,1.1795,1.1795,,0.07431226682048644
962,25 ago 2021,1.1755,1.1761,1.1729,1.1753,1.1753,,0.02278492922962118
701,25 ago 2022,0.9969,1.0031,0.9957,0.9969,0.9969,,0.07864027594050316
440,25 ago 2023,1.0799,1.084,1.0767,1.0799,1.0799,,0.08209164391092659
5542,25 dic 2003,1.2457,1.247,1.2443,1.2448,1.2448,,0.09716944993154239
4762,25 dic 2006,1.3137,1.3166,1.3107,1.3136,1.3136,,0.12650460465927257
4504,25 dic 2007,1.4396,1.4416,1.4391,1.4396,1.4396,,0.17809742558498562
4261,25 dic 2008,1.4007,1.414,1.3984,1.4015,1.4015,,0.14263725670385163
4000,25 dic 2009,1.4385,1.4438,1.4363,1.4399,1.4399,,0.08595921707415313
3219,25 dic 2012,1.3184,1.3203,1.3174,1.318,1.318,,0.0628960014627445
2959,25 dic 2013,1.3682,1.3707,1.3664,1.3682,1.3682,,0.051678070784441026
2698,25 dic 2014,1.2199,1.2256,1.2192,1.2199,1.2199,,0.08516786365760949
2437,25 dic 2015,1.0965,1.0975,1.0947,1.097,1.097,,0.13371841683179028
1918,25 dic 2017,1.1857,1.1885,1.1849,1.1856,1.1856,,0.10759422846974546
1657,25 dic 2018,1.1405,1.1422,1.137,1.1404,1.1404,,0.1037197281137939
1397,25 dic 2019,1.1091,1.1109,1.1078,1.109,1.109,,0.05180445926750573
1135,25 dic 2020,1.2185,1.2213,1.2167,1.2185,1.2185,,0.051336439299961734
354,25 dic 2023,1.1027,1.1042,1.1,1.1027,1.1027,,0.049905841341456925
92,25 dic 2024,1.0403,1.0433,1.0401,1.0403,1.0403,,0.06493656135027716
5260,25 ene 2005,1.3039,1.3076,1.2954,1.2971,1.2971,,0.10273885340998648
5000,25 ene 2006,1.2266,1.232,1.224,1.2245,1.2245,,0.10320994138162747
4739,25 ene 2007,1.2965,1.3,1.2919,1.294,1.294,,0.11564303697153226
4481,25 ene 2008,1.4774,1.4774,1.4664,1.4675,1.4675,,0.15411642352455543
3979,25 ene 2010,1.4154,1.4194,1.4131,1.415,1.415,,0.09896614067448088
3718,25 ene 2011,1.3644,1.3684,1.3576,1.3644,1.3644,,0.09627749996754859
3457,25 ene 2012,1.3036,1.305,1.2934,1.3041,1.3041,,0.07361457056861448
3196,25 ene 2013,1.3369,1.3479,1.3353,1.3369,1.3369,,0.06464083074962476
2416,25 ene 2016,1.0799,1.085,1.0792,1.0799,1.0799,,0.1296097720081346
2154,25 ene 2017,1.0728,1.0769,1.0712,1.0729,1.0729,,0.14333418294321754
1895,25 ene 2018,1.2396,1.253,1.2387,1.2391,1.2391,,0.12396488212392828
1634,25 ene 2019,1.131,1.1412,1.1306,1.1313,1.1313,,0.11363772261005145
1114,25 ene 2021,1.2169,1.2186,1.2117,1.2169,1.2169,,0.07681622224503556
853,25 ene 2022,1.1324,1.1325,1.1267,1.1324,1.1324,,0.06829225431920397
592,25 ene 2023,1.0888,1.0923,1.0858,1.0888,1.0888,,0.06351153438548679
331,25 ene 2024,1.0882,1.09,1.0826,1.0882,1.0882,,0.05242181797685459
5498,25 feb 2004,1.2679,1.2704,1.2484,1.2497,1.2497,,0.0744226779953448
5237,25 feb 2005,1.3185,1.3251,1.3149,1.3246,1.3246,,0.1057409003177061
4460,25 feb 2008,1.4834,1.4843,1.48,1.4836,1.4836,,0.16752110911762724
4217,25 feb 2009,1.2866,1.2896,1.2696,1.2724,1.2724,,0.14242257545768663
3956,25 feb 2010,1.3545,1.357,1.3452,1.3536,1.3536,,0.09180834384739303
3695,25 feb 2011,1.3822,1.3838,1.3725,1.382,1.382,,0.07854354206426838
3175,25 feb 2013,1.3194,1.3312,1.3183,1.3196,1.3196,,0.07918767580881182
2915,25 feb 2014,1.3735,1.3765,1.3719,1.3736,1.3736,,0.04489864140484866
2654,25 feb 2015,1.1341,1.1388,1.1338,1.1339,1.1339,,0.1027144488375459
2393,25 feb 2016,1.1015,1.105,1.0992,1.1014,1.1014,,0.1345123042699075
1613,25 feb 2019,1.134,1.1368,1.1338,1.1342,1.1342,,0.12457494932770197
1353,25 feb 2020,1.0849,1.0882,1.0832,1.0849,1.0849,,0.1182042511925814
1091,25 feb 2021,1.217,1.2242,1.2157,1.2171,1.2171,,0.050938148768859624
830,25 feb 2022,1.1191,1.1266,1.1168,1.1191,1.1191,,0.05139516514224304
49,25 feb 2025,1.0461,1.0518,1.0458,1.0461,1.0461,,0.0638820945179342
5131,25 jul 2005,1.2051,1.2088,1.2033,1.2065,1.2065,,0.07503058043223763
4871,25 jul 2006,1.2622,1.267,1.2567,1.2584,1.2584,,0.08559449748668996
4610,25 jul 2007,1.3827,1.3827,1.3701,1.3726,1.3726,,0.12596838095331475
4354,25 jul 2008,1.5689,1.5751,1.5665,1.5673,1.5673,,0.19440673085055651
3589,25 jul 2011,1.4382,1.4407,1.4329,1.4388,1.4388,,0.14391499921829512
3327,25 jul 2012,1.2062,1.2167,1.2055,1.2062,1.2062,,0.14399957638827235
3067,25 jul 2013,1.3191,1.3239,1.3168,1.3191,1.3191,,0.13463426384097796
2807,25 jul 2014,1.3466,1.3477,1.3429,1.3465,1.3465,,0.13553463395015308
2286,25 jul 2016,1.0969,1.0998,1.0954,1.097,1.097,,0.13237483522180737
2026,25 jul 2017,1.1639,1.1707,1.1632,1.1639,1.1639,,0.10497124844451389
1766,25 jul 2018,1.1688,1.1714,1.1668,1.1686,1.1686,,0.10809304788005446
1506,25 jul 2019,1.1142,1.1187,1.1104,1.1142,1.1142,,0.0991348223380622
724,25 jul 2022,1.02,1.0256,1.0181,1.02,1.02,,0.06039095958832089
463,25 jul 2023,1.1063,1.1089,1.1022,1.1063,1.1063,,0.05992641320818587
201,25 jul 2024,1.084,1.0864,1.0829,1.084,1.084,,0.053837180461071735
5411,25 jun 2004,1.2171,1.2203,1.2113,1.2203,1.2203,,0.07240167815733388
4632,25 jun 2007,1.3466,1.3474,1.3443,1.3468,1.3468,,0.1291199713444781
4375,25 jun 2008,1.557,1.5686,1.5542,1.5674,1.5674,,0.19879749243891498
4131,25 jun 2009,1.394,1.4012,1.3893,1.3986,1.3986,,0.18281176657972903
3870,25 jun 2010,1.2335,1.2394,1.2259,1.2373,1.2373,,0.14060148292248484
3349,25 jun 2012,1.2539,1.2545,1.2475,1.2538,1.2538,,0.13323817771195273
3089,25 jun 2013,1.3131,1.3149,1.3068,1.3132,1.3132,,0.1349558001717666
2829,25 jun 2014,1.3607,1.3652,1.3601,1.3606,1.3606,,0.06860728824258538
2568,25 jun 2015,1.1207,1.1224,1.1157,1.1207,1.1207,,0.09064677048853068
1788,25 jun 2018,1.1661,1.17,1.163,1.1661,1.1661,,0.09968107643881133
1528,25 jun 2019,1.14,1.1414,1.1378,1.14,1.14,,0.10911029740588105
1266,25 jun 2020,1.1251,1.126,1.1191,1.1251,1.1251,,0.10112964451632994
1005,25 jun 2021,1.1928,1.1974,1.1928,1.193,1.193,,0.03033771580061306
223,25 jun 2024,1.0733,1.0746,1.0692,1.0733,1.0733,,0.04516597170435541
5477,25 mar 2004,1.214,1.2197,1.2108,1.2137,1.2137,,0.055912404705921674
5217,25 mar 2005,1.2933,1.2971,1.2933,1.2956,1.2956,,0.0852450174496975
4439,25 mar 2008,1.5439,1.5657,1.5417,1.5612,1.5612,,0.1824880352242319
4197,25 mar 2009,1.3486,1.3615,1.3429,1.3577,1.3577,,0.18056454524629412
3936,25 mar 2010,1.333,1.3371,1.327,1.3307,1.3307,,0.12899460066220506
3675,25 mar 2011,1.417,1.4194,1.4114,1.4172,1.4172,,0.1042708828005324
3155,25 mar 2013,1.3024,1.3048,1.2867,1.3024,1.3024,,0.10272425711584576
2895,25 mar 2014,1.3837,1.3849,1.3776,1.3839,1.3839,,0.04475340210533569
2634,25 mar 2015,1.0911,1.1013,1.091,1.0902,1.0902,,0.12808226653210442
2372,25 mar 2016,1.1167,1.1177,1.1157,1.1168,1.1168,,0.15097768046966542
1593,25 mar 2019,1.1296,1.1332,1.1291,1.1296,1.1296,,0.1305129572111502
1332,25 mar 2020,1.0801,1.085,1.077,1.0803,1.0803,,0.12663492014448013
1071,25 mar 2021,1.1814,1.183,1.1775,1.1813,1.1813,,0.0397604451685123
810,25 mar 2022,1.1009,1.1039,1.0983,1.101,1.101,,0.038016378049444764
289,25 mar 2024,1.0808,1.0844,1.0803,1.0808,1.0808,,0.04236088998118664
29,25 mar 2025,1.0804,1.0831,1.0779,1.0804,1.0804,,0.04369866130670425
5434,25 may 2004,1.1998,1.2126,1.1988,1.2101,1.2101,,0.06075958360619698
5174,25 may 2005,1.2568,1.2619,1.2556,1.2599,1.2599,,0.08315715844110284
4914,25 may 2006,1.2773,1.2824,1.2751,1.281,1.281,,0.09646508694859102
4653,25 may 2007,1.343,1.3472,1.3415,1.345,1.345,,0.09919272654786748
4154,25 may 2009,1.4024,1.4035,1.3966,1.4007,1.4007,,0.07452236577029066
3893,25 may 2010,1.2352,1.2386,1.2181,1.2346,1.2346,,0.06767897014583674
3632,25 may 2011,1.4099,1.4117,1.4018,1.4099,1.4099,,0.07586134061563583
3370,25 may 2012,1.2538,1.2598,1.2507,1.2536,1.2536,,0.08145233575534488
2591,25 may 2015,1.0992,1.101,1.0961,1.0993,1.0993,,0.1292791437162263
2329,25 may 2016,1.1137,1.1171,1.113,1.1138,1.1138,,0.12572387601406437
2068,25 may 2017,1.1231,1.1251,1.1196,1.1231,1.1231,,0.13267958772923397
1809,25 may 2018,1.1723,1.1733,1.1648,1.1723,1.1723,,0.06285997931910885
1289,25 may 2020,1.0909,1.0915,1.0872,1.0908,1.0908,,0.031876213702356444
1028,25 may 2021,1.2214,1.2267,1.2212,1.2215,1.2215,,0.052406535851920885
767,25 may 2022,1.0737,1.0737,1.0644,1.0737,1.0737,,0.06065947576429047
506,25 may 2023,1.0757,1.0754,1.071,1.0757,1.0757,,0.06664300413395541
5303,25 nov 2004,1.3181,1.3283,1.3167,1.3258,1.3258,,0.11245383497239597
5043,25 nov 2005,1.178,1.178,1.1713,1.1725,1.1725,,0.10609499516941935
4283,25 nov 2008,1.2916,1.3074,1.2812,1.3034,1.3034,,0.12062067401568999
4022,25 nov 2009,1.4967,1.5145,1.4962,1.5128,1.5128,,0.16591908570143654
3761,25 nov 2010,1.3358,1.3375,1.3289,1.3358,1.3358,,0.12142993041256932
3500,25 nov 2011,1.3328,1.3334,1.3218,1.3331,1.3331,,0.12140978955587334
2981,25 nov 2013,1.3552,1.3555,1.3491,1.3552,1.3552,,0.08300432518852259
2720,25 nov 2014,1.2436,1.2479,1.2406,1.2433,1.2433,,0.09775046291451424
2459,25 nov 2015,1.0644,1.069,1.0576,1.0644,1.0644,,0.12092176396331854
2197,25 nov 2016,1.0564,1.0628,1.0541,1.0562,1.0562,,0.14335129228576798
1419,25 nov 2019,1.1024,1.1034,1.1006,1.1023,1.1023,,0.13056935704827144
1157,25 nov 2020,1.1901,1.1928,1.1883,1.1901,1.1901,,0.08209453696804979
896,25 nov 2021,1.1207,1.1231,1.1204,1.1203,1.1203,,0.05361765567420989
635,25 nov 2022,1.0408,1.0429,1.0356,1.0408,1.0408,,0.059033151703073286
114,25 nov 2024,1.048,1.053,1.045,1.048,1.048,,0.060711572208253996
5325,25 oct 2004,1.273,1.283,1.2728,1.2811,1.2811,,0.1012846632022764
5066,25 oct 2005,1.1976,1.2117,1.1942,1.2112,1.2112,,0.10448802323710897
4805,25 oct 2006,1.2558,1.262,1.2557,1.2616,1.2616,,0.11618647941993526
4545,25 oct 2007,1.4263,1.4335,1.4251,1.4326,1.4326,,0.13847916810842054
3784,25 oct 2010,1.3937,1.4077,1.3936,1.3944,1.3944,,0.09341087731094933
3523,25 oct 2011,1.3924,1.3956,1.385,1.3922,1.3922,,0.09615373107686227
3261,25 oct 2012,1.2965,1.3022,1.2944,1.2965,1.2965,,0.07263386262620072
3002,25 oct 2013,1.3802,1.383,1.3776,1.3804,1.3804,,0.05023028966671555
2220,25 oct 2016,1.0875,1.09,1.0853,1.0875,1.0875,,0.13088607641762792
1960,25 oct 2017,1.176,1.1818,1.1754,1.1759,1.1759,,0.13221484409853712
1700,25 oct 2018,1.1399,1.1431,1.1366,1.1399,1.1399,,0.11981138510174942
1440,25 oct 2019,1.1104,1.1126,1.108,1.1104,1.1104,,0.1174504448693113
919,25 oct 2021,1.1641,1.1669,1.1593,1.164,1.164,,0.03673476554979589
658,25 oct 2022,0.9887,0.9975,0.9852,0.9887,0.9887,,0.075331978601376
397,25 oct 2023,1.0595,1.0607,1.0567,1.0595,1.0595,,0.06989788981076483
135,25 oct 2024,1.0824,1.0842,1.0812,1.0824,1.0824,,0.06468550842343017
4827,25 sept 2006,1.2793,1.282,1.2736,1.2745,1.2745,,0.10946345052115862
4567,25 sept 2007,1.4075,1.4152,1.4066,1.4152,1.4152,,0.17579858645620244
4326,25 sept 2008,1.4634,1.4765,1.4584,1.4642,1.4642,,0.18556226178832883
4065,25 sept 2009,1.4685,1.4685,1.4685,1.4685,1.4685,,0.16449645284929862
3283,25 sept 2012,1.2942,1.2971,1.2888,1.2942,1.2942,,0.0930022956706025
3023,25 sept 2013,1.3474,1.3535,1.3463,1.3472,1.3472,,0.07583454358010201
2763,25 sept 2014,1.2779,1.2785,1.2705,1.2778,1.2778,,0.09129825847190061
2502,25 sept 2015,1.1181,1.1204,1.1118,1.1179,1.1179,,0.12678792134900282
1982,25 sept 2017,1.1927,1.1939,1.1852,1.1927,1.1927,,0.09059030301307136
1722,25 sept 2018,1.1753,1.1792,1.1733,1.1753,1.1753,,0.09036690212682809
1462,25 sept 2019,1.1016,1.1019,1.0948,1.1017,1.1017,,0.06981419626407653
1200,25 sept 2020,1.1674,1.1685,1.1613,1.1673,1.1673,,0.03911894681607187
419,25 sept 2023,1.0648,1.0655,1.0577,1.0648,1.0648,,0.054520528243942164
157,25 sept 2024,1.1191,1.1212,1.1142,1.1191,1.1191,,0.04614940953033164
5455,26 abr 2004,1.1801,1.1887,1.1765,1.1862,1.1862,,0.04923593200091067
5195,26 abr 2005,1.2995,1.3015,1.295,1.2985,1.2985,,0.08717807637243968
4935,26 abr 2006,1.2429,1.247,1.239,1.2449,1.2449,,0.09385640628108008
4674,26 abr 2007,1.3638,1.3654,1.3589,1.3589,1.3589,,0.09365250664023952
3914,26 abr 2010,1.3364,1.3414,1.3296,1.3401,1.3401,,0.0707925278542928
3653,26 abr 2011,1.4578,1.4649,1.45,1.4579,1.4579,,0.07909467744419778
3391,26 abr 2012,1.3233,1.326,1.3203,1.3233,1.3233,,0.07657435602081004
3131,26 abr 2013,1.3007,1.3046,1.2993,1.3007,1.3007,,0.060770157149722316
2350,26 abr 2016,1.1267,1.1339,1.1258,1.1269,1.1269,,0.11892136897967999
2089,26 abr 2017,1.0928,1.0951,1.0861,1.0928,1.0928,,0.15041503249343258
1830,26 abr 2018,1.2171,1.221,1.21,1.2172,1.2172,,0.10214316913039069
1569,26 abr 2019,1.1137,1.1173,1.1123,1.1137,1.1137,,0.08703035677278882
1049,26 abr 2021,1.209,1.2118,1.2064,1.209,1.209,,0.05723099684610267
788,26 abr 2022,1.0714,1.0739,1.0645,1.0714,1.0714,,0.06771810688433658
527,26 abr 2023,1.0978,1.1094,1.0969,1.0978,1.0978,,0.06686323354429133
265,26 abr 2024,1.073,1.0753,1.0676,1.073,1.073,,0.05652010261843081
5367,26 ago 2004,1.2084,1.2114,1.2056,1.2099,1.2099,,0.07127441336130569
5107,26 ago 2005,1.2303,1.234,1.2277,1.2294,1.2294,,0.07711309875759328
4348,26 ago 2008,1.4619,1.4681,1.4578,1.4648,1.4648,,0.15534900064049215
4087,26 ago 2009,1.4248,1.4254,1.4236,1.4236,1.4236,,0.1620920047380521
3826,26 ago 2010,1.2661,1.2764,1.2652,1.2664,1.2664,,0.11714986982494405
3565,26 ago 2011,1.4374,1.4475,1.4332,1.4373,1.4373,,0.10808348625022271
3045,26 ago 2013,1.3389,1.3392,1.3359,1.3387,1.3387,,0.0818477427911268
2785,26 ago 2014,1.3188,1.3217,1.3186,1.3189,1.3189,,0.07224698609632077
2524,26 ago 2015,1.1555,1.1559,1.1355,1.1551,1.1551,,0.10341345173622762
2262,26 ago 2016,1.1289,1.134,1.1235,1.1291,1.1291,,0.13037028802607065
1484,26 ago 2019,1.1143,1.1152,1.1108,1.1143,1.1143,,0.10855041225163327
1222,26 ago 2020,1.1833,1.184,1.1776,1.1835,1.1835,,0.08190330884646246
961,26 ago 2021,1.1773,1.1781,1.1748,1.1774,1.1774,,0.02996935101063335
700,26 ago 2022,0.9971,1.0088,0.9947,0.9971,0.9971,,0.07507717362819422
179,26 ago 2024,1.1188,1.1201,1.1153,1.1188,1.1188,,0.0749157994017149
5541,26 dic 2003,1.245,1.2471,1.2427,1.2432,1.2432,,0.09318140909000258
5022,26 dic 2005,1.1862,1.1898,1.1836,1.1838,1.1838,,0.09321329304341959
4761,26 dic 2006,1.3136,1.3143,1.3094,1.311,1.311,,0.12035622958533906
4503,26 dic 2007,1.4398,1.4506,1.4394,1.4488,1.4488,,0.12675398218596648
4260,26 dic 2008,1.4016,1.4113,1.3995,1.4027,1.4027,,0.10947186853251945
3479,26 dic 2011,1.3044,1.3084,1.3044,1.3045,1.3045,,0.1022060321116196
3218,26 dic 2012,1.3182,1.3252,1.3175,1.318,1.318,,0.06501726693734401
2958,26 dic 2013,1.3677,1.3701,1.3667,1.3668,1.3668,,0.05972079202423579
2697,26 dic 2014,1.2211,1.2223,1.217,1.221,1.221,,0.06899452876860078
2176,26 dic 2016,1.0456,1.047,1.0446,1.0455,1.0455,,0.12638335729042857
1917,26 dic 2017,1.1871,1.1878,1.1847,1.1873,1.1873,,0.12487672721528117
1656,26 dic 2018,1.1413,1.1419,1.1376,1.1416,1.1416,,0.11770680948865772
1396,26 dic 2019,1.1095,1.1105,1.1083,1.1095,1.1095,,0.06829448733242159
614,26 dic 2022,1.0668,1.0637,1.0609,1.0668,1.0668,,0.05700985002609436
353,26 dic 2023,1.102,1.104,1.101,1.102,1.102,,0.04541467824391101
91,26 dic 2024,1.04,1.0425,1.0391,1.04,1.04,,0.03938733298914092
5520,26 ene 2004,1.2575,1.2611,1.2461,1.2488,1.2488,,0.08068061725097184
5259,26 ene 2005,1.2972,1.3103,1.2969,1.3078,1.3078,,0.11825934212567932
4999,26 ene 2006,1.2246,1.2268,1.2202,1.2215,1.2215,,0.10999059959832466
4738,26 ene 2007,1.2936,1.2942,1.2888,1.2929,1.2929,,0.1075066742114163
4239,26 ene 2009,1.2902,1.3234,1.2866,1.3192,1.3192,,0.041389527660997856
3978,26 ene 2010,1.4148,1.4179,1.4044,1.4082,1.4082,,0.06681569426415482
3717,26 ene 2011,1.3688,1.3718,1.365,1.3686,1.3686,,0.07168833238401637
3456,26 ene 2012,1.3107,1.318,1.3095,1.3107,1.3107,,0.047378022331050325
